acs2-bench mpx-reach: sizes=[70] n_exp=1 seed=44 rss_cap=5.6GB time_cap=600000s do_ga=true alp_gen_variant=pyalcs
  mem mpx-70 (N=71): condition=142B effect=142B mark=1704B (stack) classifier=2072B  mark/classifier=82.2%  rss-cap pop-threshold=2702702
  mpx-70 trials_cap=18446744073709551615 (= 20000*2^(k-6)*10, clamped to u64::MAX) u_max=8
  mpx-70 traj: trials=60000 wall=94s knowledge=0.0000 reliable=0 spec=0.00 pop=3462
  mpx-70 traj: trials=120000 wall=145s knowledge=0.0000 reliable=0 spec=0.00 pop=3633
  mpx-70 traj: trials=180000 wall=189s knowledge=0.0000 reliable=0 spec=0.00 pop=4258
  mpx-70 traj: trials=240000 wall=240s knowledge=0.0002 reliable=1 spec=12.00 pop=4355
  mpx-70 traj: trials=300000 wall=283s knowledge=0.0030 reliable=3 spec=10.33 pop=4727
  mpx-70 traj: trials=360000 wall=327s knowledge=0.0031 reliable=4 spec=11.00 pop=4554
  mpx-70 traj: trials=420000 wall=370s knowledge=0.0037 reliable=6 spec=11.17 pop=4316
  mpx-70 traj: trials=480000 wall=413s knowledge=0.0042 reliable=7 spec=11.14 pop=4238
  mpx-70 traj: trials=540000 wall=456s knowledge=0.0093 reliable=12 spec=10.92 pop=4425
  mpx-70 traj: trials=600000 wall=499s knowledge=0.0148 reliable=18 spec=10.44 pop=5283
  mpx-70 traj: trials=660000 wall=544s knowledge=0.0196 reliable=20 spec=10.55 pop=5332
  mpx-70 traj: trials=720000 wall=587s knowledge=0.0246 reliable=28 spec=10.57 pop=5235
  mpx-70 traj: trials=780000 wall=630s knowledge=0.0348 reliable=39 spec=10.38 pop=5292
  mpx-70 traj: trials=840000 wall=676s knowledge=0.0382 reliable=37 spec=10.24 pop=6147
  mpx-70 traj: trials=900000 wall=723s knowledge=0.0483 reliable=45 spec=10.20 pop=6168
  mpx-70 traj: trials=960000 wall=765s knowledge=0.0546 reliable=49 spec=10.27 pop=5316
  mpx-70 traj: trials=1020000 wall=806s knowledge=0.0683 reliable=58 spec=9.98 pop=5064
  mpx-70 traj: trials=1080000 wall=846s knowledge=0.0755 reliable=61 spec=10.08 pop=5135
  mpx-70 traj: trials=1140000 wall=888s knowledge=0.0944 reliable=80 spec=10.03 pop=5839
  mpx-70 traj: trials=1200000 wall=928s knowledge=0.1061 reliable=90 spec=10.02 pop=5200
  mpx-70 traj: trials=1260000 wall=966s knowledge=0.1115 reliable=89 spec=10.06 pop=5115
  mpx-70 traj: trials=1320000 wall=1003s knowledge=0.1235 reliable=88 spec=9.81 pop=4985
  mpx-70 traj: trials=1380000 wall=1038s knowledge=0.1312 reliable=92 spec=9.93 pop=4736
  mpx-70 traj: trials=1440000 wall=1077s knowledge=0.1393 reliable=88 spec=9.85 pop=4083
  mpx-70 traj: trials=1500000 wall=1116s knowledge=0.1419 reliable=90 spec=9.81 pop=3968
