acs2-bench mpx-reach: sizes=[70] n_exp=1 seed=43 rss_cap=5.6GB time_cap=40000s do_ga=true alp_gen_variant=pyalcs
  mem mpx-70 (N=71): condition=142B effect=142B mark=1704B (stack) classifier=2072B  mark/classifier=82.2%  rss-cap pop-threshold=2702702
  mpx-70 trials_cap=18446744073709551615 (= 20000*2^(k-6)*10, clamped to u64::MAX) u_max=8
  mpx-70 traj: trials=60000 wall=71s knowledge=0.0000 reliable=0 spec=0.00 pop=3832
  mpx-70 traj: trials=120000 wall=123s knowledge=0.0000 reliable=0 spec=0.00 pop=3571
  mpx-70 traj: trials=180000 wall=183s knowledge=0.0000 reliable=0 spec=0.00 pop=3890
  mpx-70 traj: trials=240000 wall=231s knowledge=0.0000 reliable=0 spec=0.00 pop=4505
  mpx-70 traj: trials=300000 wall=277s knowledge=0.0000 reliable=0 spec=0.00 pop=3947
  mpx-70 traj: trials=360000 wall=325s knowledge=0.0000 reliable=0 spec=0.00 pop=4227
  mpx-70 traj: trials=420000 wall=371s knowledge=0.0019 reliable=1 spec=9.00 pop=4018
  mpx-70 traj: trials=480000 wall=418s knowledge=0.0050 reliable=5 spec=10.00 pop=4312
  mpx-70 traj: trials=540000 wall=464s knowledge=0.0114 reliable=10 spec=9.90 pop=4617
  mpx-70 traj: trials=600000 wall=510s knowledge=0.0200 reliable=16 spec=9.44 pop=4560
  mpx-70 traj: trials=660000 wall=559s knowledge=0.0231 reliable=17 spec=9.76 pop=4046
  mpx-70 traj: trials=720000 wall=607s knowledge=0.0250 reliable=17 spec=9.65 pop=4336
  mpx-70 traj: trials=780000 wall=655s knowledge=0.0273 reliable=21 spec=9.95 pop=4313
  mpx-70 traj: trials=840000 wall=704s knowledge=0.0368 reliable=30 spec=9.60 pop=4423
  mpx-70 traj: trials=900000 wall=750s knowledge=0.0485 reliable=32 spec=9.53 pop=4358
  mpx-70 traj: trials=960000 wall=795s knowledge=0.0468 reliable=29 spec=9.55 pop=4608
  mpx-70 traj: trials=1020000 wall=840s knowledge=0.0544 reliable=36 spec=9.14 pop=4884
  mpx-70 traj: trials=1080000 wall=885s knowledge=0.0645 reliable=41 spec=9.07 pop=5482
  mpx-70 traj: trials=1140000 wall=930s knowledge=0.0704 reliable=41 spec=9.12 pop=5414
  mpx-70 traj: trials=1200000 wall=978s knowledge=0.0759 reliable=48 spec=9.25 pop=5726
  mpx-70 traj: trials=1260000 wall=1024s knowledge=0.1004 reliable=70 spec=9.06 pop=5533
  mpx-70 traj: trials=1320000 wall=1065s knowledge=0.1116 reliable=76 spec=9.05 pop=4786
  mpx-70 traj: trials=1380000 wall=1108s knowledge=0.1173 reliable=75 spec=9.04 pop=4331
  mpx-70 traj: trials=1440000 wall=1148s knowledge=0.1248 reliable=82 spec=9.22 pop=4392
  mpx-70 traj: trials=1500000 wall=1192s knowledge=0.1389 reliable=83 spec=9.20 pop=4132
  mpx-70 traj: trials=1560000 wall=1234s knowledge=0.1365 reliable=75 spec=9.20 pop=3786
  mpx-70 traj: trials=1620000 wall=1280s knowledge=0.1456 reliable=75 spec=9.00 pop=3764
  mpx-70 traj: trials=1680000 wall=1329s knowledge=0.1449 reliable=79 spec=9.18 pop=3655
  mpx-70 traj: trials=1740000 wall=1369s knowledge=0.1586 reliable=89 spec=9.20 pop=3581
  mpx-70 traj: trials=1800000 wall=1408s knowledge=0.1691 reliable=91 spec=9.11 pop=3723
  mpx-70 traj: trials=1860000 wall=1446s knowledge=0.1834 reliable=99 spec=9.04 pop=3452
  mpx-70 traj: trials=1920000 wall=1483s knowledge=0.1857 reliable=97 spec=9.00 pop=3346
  mpx-70 traj: trials=1980000 wall=1527s knowledge=0.1833 reliable=85 spec=8.98 pop=3118
  mpx-70 traj: trials=2040000 wall=1569s knowledge=0.1853 reliable=88 spec=8.99 pop=3105
  mpx-70 traj: trials=2100000 wall=1617s knowledge=0.1864 reliable=87 spec=9.02 pop=2749
  mpx-70 traj: trials=2160000 wall=1678s knowledge=0.1886 reliable=86 spec=9.12 pop=3077
  mpx-70 traj: trials=2220000 wall=1753s knowledge=0.1867 reliable=79 spec=9.06 pop=2748
  mpx-70 traj: trials=2280000 wall=1832s knowledge=0.1970 reliable=82 spec=8.88 pop=3476
  mpx-70 traj: trials=2340000 wall=1910s knowledge=0.2075 reliable=89 spec=8.93 pop=5404
  mpx-70 traj: trials=2400000 wall=1974s knowledge=0.2161 reliable=92 spec=8.91 pop=2696
  mpx-70 traj: trials=2460000 wall=2032s knowledge=0.2170 reliable=92 spec=8.96 pop=2979
  mpx-70 traj: trials=2520000 wall=2099s knowledge=0.2278 reliable=92 spec=8.77 pop=2979
