source,size,seed,variant,u_max,repeat,trials,wall_s,knowledge,reliable,spec,pop
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,8760000,4356.0,0.7063,196,7.15,1454
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,8820000,4387.0,0.7099,196,7.15,1312
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,8880000,4420.0,0.7099,191,7.16,1277
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,8940000,4451.0,0.7157,199,7.15,1701
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9000000,4481.0,0.7177,194,7.12,1407
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9060000,4509.0,0.7183,195,7.13,1357
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9120000,4542.0,0.719,195,7.12,1161
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9180000,4602.0,0.7193,196,7.13,1373
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9240000,4661.0,0.7223,196,7.09,1527
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9300000,4687.0,0.7215,196,7.09,1438
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9360000,4704.0,0.7229,200,7.12,1386
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9420000,4731.0,0.7241,195,7.14,1354
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9480000,4760.0,0.7281,196,7.14,1235
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9540000,4787.0,0.73,201,7.14,1672
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9600000,4827.0,0.7359,201,7.13,1213
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9660000,4850.0,0.7405,209,7.16,1346
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9720000,4883.0,0.7407,209,7.13,1223
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9780000,4914.0,0.7449,210,7.11,1230
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9840000,4940.0,0.7396,200,7.11,1277
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9900000,4972.0,0.7378,199,7.11,1330
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,9960000,4994.0,0.7459,203,7.11,1683
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10020000,5013.0,0.7491,206,7.13,1546
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10080000,5035.0,0.7524,209,7.13,1344
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10140000,5057.0,0.7553,212,7.12,1158
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10200000,5072.0,0.7565,212,7.11,1234
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10260000,5096.0,0.7641,213,7.12,1241
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10320000,5117.0,0.7714,217,7.15,1378
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10380000,5134.0,0.77,213,7.11,1362
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10440000,5155.0,0.7738,214,7.12,1241
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10500000,5167.0,0.7703,221,7.11,1154
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10560000,5185.0,0.7716,213,7.13,1224
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10620000,5198.0,0.7748,218,7.13,1174
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10680000,5217.0,0.7786,226,7.14,1190
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10740000,5229.0,0.7861,229,7.13,1230
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10800000,5240.0,0.7939,226,7.15,1191
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10860000,5250.0,0.805,227,7.13,1218
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10920000,5264.0,0.8092,228,7.12,1237
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,10980000,5278.0,0.8159,234,7.12,1156
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11040000,5286.0,0.8249,229,7.13,1210
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11100000,5294.0,0.8297,240,7.13,1126
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11160000,5302.0,0.8284,230,7.11,1190
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11220000,5310.0,0.8297,231,7.13,1116
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11280000,5318.0,0.8286,231,7.16,1130
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11340000,5326.0,0.8238,232,7.17,1142
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11400000,5337.0,0.8354,232,7.16,1111
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11460000,5346.0,0.8496,241,7.16,1219
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11520000,5354.0,0.8461,235,7.21,1111
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11580000,5362.0,0.8476,241,7.2,1160
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11640000,5370.0,0.8536,245,7.26,1164
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11700000,5377.0,0.8602,247,7.23,1174
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11760000,5384.0,0.8646,250,7.23,1283
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11820000,5392.0,0.8638,243,7.19,1152
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11880000,5399.0,0.8793,253,7.19,1228
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,11940000,5407.0,0.8862,256,7.2,1180
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12000000,5414.0,0.8918,256,7.19,1253
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12060000,5421.0,0.9006,263,7.18,1211
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12120000,5429.0,0.9056,262,7.21,1174
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12180000,5436.0,0.9114,267,7.18,1365
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12240000,5443.0,0.9152,265,7.22,1261
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12300000,5450.0,0.9251,267,7.21,1244
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12360000,5457.0,0.928,275,7.17,1256
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12420000,5463.0,0.9349,271,7.14,1244
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12480000,5470.0,0.9254,260,7.15,1238
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12540000,5477.0,0.94,270,7.16,1318
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12600000,5484.0,0.9469,275,7.11,1305
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12660000,5490.0,0.9438,263,7.08,1181
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12720000,5497.0,0.9487,266,7.11,1250
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12780000,5504.0,0.9512,274,7.11,1231
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12840000,5511.0,0.9521,275,7.1,1229
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12900000,5518.0,0.9527,268,7.1,1152
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,12960000,5526.0,0.9521,263,7.1,1140
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13020000,5536.0,0.9513,263,7.07,1150
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13080000,5543.0,0.957,274,7.08,1193
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13140000,5549.0,0.9511,259,7.07,1216
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13200000,5556.0,0.96,271,7.07,1203
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13260000,5562.0,0.9602,265,7.08,1183
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13320000,5569.0,0.9574,266,7.07,1214
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13380000,5575.0,0.9536,265,7.07,1191
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13440000,5582.0,0.9576,278,7.09,1189
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13500000,5588.0,0.9573,261,7.08,1150
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13560000,5595.0,0.9646,266,7.08,1141
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13620000,5604.0,0.9731,273,7.07,1174
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13680000,5611.0,0.9706,266,7.07,1184
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13740000,5617.0,0.9685,271,7.07,1159
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13800000,5624.0,0.9696,259,7.07,1145
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13860000,5630.0,0.9782,266,7.06,1237
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13920000,5637.0,0.9771,268,7.07,1172
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,13980000,5644.0,0.9747,268,7.07,1160
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14040000,5651.0,0.9763,273,7.07,1208
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14100000,5657.0,0.975,266,7.06,1127
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14160000,5663.0,0.9784,265,7.06,1185
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14220000,5669.0,0.9784,268,7.06,1125
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14280000,5679.0,0.9784,266,7.06,1178
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14340000,5687.0,0.9717,265,7.06,1217
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14400000,5693.0,0.9766,267,7.06,1268
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14460000,5700.0,0.9813,266,7.07,1169
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14520000,5707.0,0.9765,269,7.04,1229
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14580000,5718.0,0.9753,263,7.04,1147
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14640000,5725.0,0.9749,268,7.04,1158
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14700000,5731.0,0.9812,266,7.05,1221
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14760000,5738.0,0.9832,264,7.04,1173
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14820000,5744.0,0.9819,262,7.04,1159
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14880000,5751.0,0.9823,270,7.04,1217
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,14940000,5758.0,0.9837,271,7.06,1192
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15000000,5764.0,0.9855,279,7.06,1245
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15060000,5770.0,0.9906,272,7.07,1187
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15120000,5777.0,0.992,268,7.06,1175
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15180000,5783.0,0.991,276,7.07,1161
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15240000,5790.0,0.9948,276,7.07,1236
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15300000,5796.0,0.9922,272,7.08,1254
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15360000,5803.0,0.9921,276,7.07,1163
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15420000,5809.0,0.9917,278,7.06,1196
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15480000,5815.0,0.9917,277,7.04,1179
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15540000,5821.0,0.9935,266,7.05,1225
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15600000,5827.0,0.9944,269,7.04,1202
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15660000,5834.0,0.9944,276,7.04,1164
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15720000,5840.0,0.9944,278,7.04,1190
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15780000,5846.0,0.9964,273,7.04,1259
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15840000,5853.0,0.9964,266,7.04,1242
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15900000,5865.0,0.9964,271,7.04,1205
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,15960000,5881.0,0.9925,263,7.04,1199
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16020000,5892.0,0.9925,267,7.04,1195
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16080000,5899.0,0.9925,272,7.04,1190
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16140000,5908.0,0.9925,275,7.04,1239
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16200000,5914.0,0.9925,268,7.04,1242
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16260000,5921.0,0.9933,268,7.04,1157
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16320000,5927.0,0.9929,264,7.05,1136
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16380000,5937.0,0.9933,268,7.04,1158
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16440000,5944.0,0.9935,263,7.04,1169
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16500000,5950.0,0.9949,267,7.04,1185
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16560000,5957.0,0.9935,270,7.04,1191
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16620000,5963.0,0.9944,273,7.04,1202
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16680000,5969.0,0.9944,273,7.04,1195
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16740000,5976.0,0.9973,272,7.04,1157
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16800000,5982.0,0.9983,274,7.04,1247
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16860000,5989.0,0.9958,271,7.04,1194
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16920000,5995.0,0.9958,275,7.04,1170
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,16980000,6002.0,0.9954,278,7.04,1262
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17040000,6009.0,0.9957,271,7.04,1193
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17100000,6016.0,0.9957,268,7.04,1178
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17160000,6023.0,0.9952,264,7.04,1172
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17220000,6029.0,0.9951,271,7.04,1187
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17280000,6035.0,0.9961,272,7.05,1153
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17340000,6042.0,0.9991,275,7.04,1177
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17400000,6048.0,0.9982,270,7.04,1210
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17460000,6055.0,0.9982,267,7.04,1217
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17520000,6061.0,0.9998,275,7.04,1160
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17580000,6071.0,0.9991,275,7.04,1171
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17640000,6078.0,0.9982,268,7.04,1177
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17700000,6086.0,0.9982,272,7.04,1226
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17760000,6093.0,0.9982,268,7.04,1205
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17820000,6099.0,0.9982,273,7.04,1213
mpx_m3_e1_traj70_pyalcs.log,70,42,pyalcs,8,0,17880000,6105.0,1.0,277,7.04,1248
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,60000,71.0,0.0,0,0.0,3832
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,120000,123.0,0.0,0,0.0,3571
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,180000,183.0,0.0,0,0.0,3890
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,240000,231.0,0.0,0,0.0,4505
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,300000,277.0,0.0,0,0.0,3947
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,360000,325.0,0.0,0,0.0,4227
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,420000,371.0,0.0019,1,9.0,4018
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,480000,418.0,0.005,5,10.0,4312
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,540000,464.0,0.0114,10,9.9,4617
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,600000,510.0,0.02,16,9.44,4560
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,660000,559.0,0.0231,17,9.76,4046
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,720000,607.0,0.025,17,9.65,4336
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,780000,655.0,0.0273,21,9.95,4313
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,840000,704.0,0.0368,30,9.6,4423
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,900000,750.0,0.0485,32,9.53,4358
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,960000,795.0,0.0468,29,9.55,4608
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1020000,840.0,0.0544,36,9.14,4884
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1080000,885.0,0.0645,41,9.07,5482
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1140000,930.0,0.0704,41,9.12,5414
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1200000,978.0,0.0759,48,9.25,5726
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1260000,1024.0,0.1004,70,9.06,5533
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1320000,1065.0,0.1116,76,9.05,4786
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1380000,1108.0,0.1173,75,9.04,4331
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1440000,1148.0,0.1248,82,9.22,4392
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1500000,1192.0,0.1389,83,9.2,4132
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1560000,1234.0,0.1365,75,9.2,3786
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1620000,1280.0,0.1456,75,9.0,3764
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1680000,1329.0,0.1449,79,9.18,3655
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1740000,1369.0,0.1586,89,9.2,3581
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1800000,1408.0,0.1691,91,9.11,3723
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1860000,1446.0,0.1834,99,9.04,3452
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1920000,1483.0,0.1857,97,9.0,3346
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,1980000,1527.0,0.1833,85,8.98,3118
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2040000,1569.0,0.1853,88,8.99,3105
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2100000,1617.0,0.1864,87,9.02,2749
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2160000,1678.0,0.1886,86,9.12,3077
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2220000,1753.0,0.1867,79,9.06,2748
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2280000,1832.0,0.197,82,8.88,3476
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2340000,1910.0,0.2075,89,8.93,5404
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2400000,1974.0,0.2161,92,8.91,2696
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2460000,2032.0,0.217,92,8.96,2979
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2520000,2099.0,0.2278,92,8.77,2979
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2580000,2182.0,0.2324,99,8.79,2640
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2640000,2265.0,0.2362,96,8.68,2979
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2700000,2342.0,0.2384,92,8.58,2457
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2760000,2430.0,0.237,89,8.65,4112
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2820000,2531.0,0.2353,80,8.46,2544
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2880000,2608.0,0.2347,77,8.35,2668
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,2940000,2699.0,0.2397,84,8.5,2791
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3000000,2771.0,0.2412,79,8.39,4036
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3060000,2853.0,0.2405,79,8.43,2283
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3120000,2949.0,0.2426,83,8.55,2829
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3180000,3034.0,0.2451,85,8.62,2371
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3240000,3137.0,0.2509,89,8.57,2436
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3300000,3217.0,0.2486,92,8.68,2511
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3360000,3294.0,0.2484,93,8.33,2087
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3420000,3376.0,0.2508,87,8.31,2694
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3480000,3461.0,0.2484,83,8.22,2325
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3540000,3536.0,0.254,87,8.22,2466
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3600000,3605.0,0.2532,82,8.04,2021
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3660000,3703.0,0.2563,84,8.05,2792
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3720000,3826.0,0.2558,79,7.96,2452
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3780000,3914.0,0.252,76,7.92,2149
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3840000,3987.0,0.253,78,7.94,2832
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3900000,4056.0,0.2621,80,7.86,2208
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,3960000,4143.0,0.2662,84,7.83,5205
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,4020000,4232.0,0.2646,80,7.85,2129
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,4080000,4317.0,0.2674,81,7.98,1968
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,4140000,4419.0,0.2666,80,7.97,2222
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,4200000,4531.0,0.2647,79,7.99,2351
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,4260000,4628.0,0.2733,86,7.98,2480
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,4320000,4700.0,0.2788,88,8.0,3894
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,4380000,4807.0,0.2758,85,8.01,2100
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,4440000,4886.0,0.2782,87,8.03,2210
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,4500000,4977.0,0.2841,89,8.04,1983
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,4560000,5061.0,0.2879,90,8.02,2053
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,4620000,5149.0,0.2908,91,8.03,2140
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,4680000,5247.0,0.2938,91,7.89,2401
slurm_mpx70_s43.cap40k.cancelled.out,70,43,pyalcs,8,0,4740000,5325.0,0.2885,89,7.92,1940
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,60000,94.0,0.0,0,0.0,3462
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,120000,145.0,0.0,0,0.0,3633
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,180000,189.0,0.0,0,0.0,4258
