source,size,seed,variant,u_max,repeat,trials,wall_s,knowledge,reliable,spec,pop
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,240000,241.0,0.0002,1,12.0,4355
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,300000,286.0,0.003,3,10.33,4727
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,360000,331.0,0.0031,4,11.0,4554
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,420000,375.0,0.0037,6,11.17,4316
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,480000,420.0,0.0042,7,11.14,4238
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,540000,463.0,0.0093,12,10.92,4425
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,600000,506.0,0.0148,18,10.44,5283
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,660000,551.0,0.0196,20,10.55,5332
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,720000,594.0,0.0246,28,10.57,5235
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,780000,637.0,0.0348,39,10.38,5292
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,840000,683.0,0.0382,37,10.24,6147
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,900000,730.0,0.0483,45,10.2,6168
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,960000,772.0,0.0546,49,10.27,5316
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1020000,812.0,0.0683,58,9.98,5064
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1080000,852.0,0.0755,61,10.08,5135
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1140000,894.0,0.0944,80,10.03,5839
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1200000,935.0,0.1061,90,10.02,5200
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1260000,973.0,0.1115,89,10.06,5115
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1320000,1009.0,0.1235,88,9.81,4985
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1380000,1045.0,0.1312,92,9.93,4736
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1440000,1083.0,0.1393,88,9.85,4083
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1500000,1122.0,0.1419,90,9.81,3968
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1560000,1161.0,0.1507,91,9.73,3643
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1620000,1204.0,0.1558,91,9.73,3454
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1680000,1249.0,0.1631,99,9.66,3355
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1740000,1300.0,0.1608,92,9.83,3141
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1800000,1345.0,0.1705,94,9.7,3528
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1860000,1383.0,0.171,90,9.66,3566
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1920000,1424.0,0.1701,89,9.85,3530
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,1980000,1471.0,0.1691,92,9.99,3251
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2040000,1520.0,0.1781,97,9.84,3473
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2100000,1575.0,0.1913,102,9.73,2896
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2160000,1626.0,0.1938,100,9.82,3197
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2220000,1679.0,0.2018,108,9.81,2818
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2280000,1740.0,0.1915,98,9.87,3687
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2340000,1794.0,0.1933,96,9.76,2836
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2400000,1854.0,0.1913,87,9.77,2754
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2460000,1936.0,0.1967,86,9.71,2766
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2520000,1997.0,0.2044,93,9.54,3209
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2580000,2057.0,0.2155,102,9.47,3030
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2640000,2132.0,0.2172,97,9.44,3116
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2700000,2222.0,0.2153,92,9.45,2537
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2760000,2286.0,0.2167,91,9.19,2456
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2820000,2341.0,0.2205,92,9.16,2424
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2880000,2417.0,0.228,93,9.2,2879
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,2940000,2467.0,0.2321,98,9.18,2638
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3000000,2531.0,0.2385,102,9.14,2540
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3060000,2589.0,0.238,95,9.08,8008
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3120000,2656.0,0.239,97,9.11,2718
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3180000,2717.0,0.2452,97,8.97,2805
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3240000,2792.0,0.2438,97,9.08,2282
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3300000,2882.0,0.2487,100,8.98,6532
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3360000,2949.0,0.2469,97,9.05,2230
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3420000,3019.0,0.2494,96,8.98,2158
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3480000,3087.0,0.2519,100,8.99,2915
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3540000,3157.0,0.2526,99,9.02,2823
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3600000,3238.0,0.2545,97,8.95,2148
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3660000,3319.0,0.2558,95,8.84,2219
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3720000,3386.0,0.2641,104,8.76,2620
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3780000,3458.0,0.2626,105,8.75,2469
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3840000,3534.0,0.2698,99,8.6,2275
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3900000,3621.0,0.2702,99,8.63,2114
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,3960000,3718.0,0.2633,91,8.58,2566
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4020000,3786.0,0.264,89,8.51,2112
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4080000,3864.0,0.2716,95,8.42,2349
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4140000,3933.0,0.273,94,8.35,2482
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4200000,4014.0,0.2721,91,8.33,2599
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4260000,4085.0,0.2729,92,8.35,2279
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4320000,4156.0,0.2776,96,8.3,2156
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4380000,4233.0,0.2809,95,8.32,2375
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4440000,4309.0,0.285,97,8.36,2279
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4500000,4387.0,0.2818,93,8.32,2241
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4560000,4473.0,0.2915,97,8.16,2295
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4620000,4534.0,0.2955,99,8.18,2802
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4680000,4610.0,0.2954,100,8.24,2089
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4740000,4686.0,0.2951,99,8.25,3212
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4800000,4766.0,0.2908,95,8.27,3046
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4860000,4831.0,0.2889,93,8.11,2123
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4920000,4910.0,0.2902,93,8.02,2651
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,4980000,4984.0,0.2902,93,8.04,1985
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,5040000,5052.0,0.2942,93,7.99,2318
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,5100000,5122.0,0.2989,105,7.95,3845
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,5160000,5201.0,0.295,89,7.81,2060
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,5220000,5263.0,0.2939,89,7.82,3088
slurm_mpx70_s44.cap40k.cancelled.out,70,44,pyalcs,8,0,5280000,5346.0,0.2932,90,7.87,2385
