acs2-bench mpx-reach: sizes=[70] n_exp=1 seed=43 rss_cap=5.6GB time_cap=600000s do_ga=true alp_gen_variant=pyalcs
  mem mpx-70 (N=71): condition=142B effect=142B mark=1704B (stack) classifier=2072B  mark/classifier=82.2%  rss-cap pop-threshold=2702702
  mpx-70 trials_cap=18446744073709551615 (= 20000*2^(k-6)*10, clamped to u64::MAX) u_max=8
  mpx-70 traj: trials=60000 wall=80s knowledge=0.0000 reliable=0 spec=0.00 pop=3832
  mpx-70 traj: trials=120000 wall=137s knowledge=0.0000 reliable=0 spec=0.00 pop=3571
  mpx-70 traj: trials=180000 wall=204s knowledge=0.0000 reliable=0 spec=0.00 pop=3890
  mpx-70 traj: trials=240000 wall=256s knowledge=0.0000 reliable=0 spec=0.00 pop=4505
  mpx-70 traj: trials=300000 wall=307s knowledge=0.0000 reliable=0 spec=0.00 pop=3947
  mpx-70 traj: trials=360000 wall=358s knowledge=0.0000 reliable=0 spec=0.00 pop=4227
  mpx-70 traj: trials=420000 wall=408s knowledge=0.0019 reliable=1 spec=9.00 pop=4018
  mpx-70 traj: trials=480000 wall=457s knowledge=0.0050 reliable=5 spec=10.00 pop=4312
  mpx-70 traj: trials=540000 wall=504s knowledge=0.0114 reliable=10 spec=9.90 pop=4617
  mpx-70 traj: trials=600000 wall=550s knowledge=0.0200 reliable=16 spec=9.44 pop=4560
  mpx-70 traj: trials=660000 wall=597s knowledge=0.0231 reliable=17 spec=9.76 pop=4046
  mpx-70 traj: trials=720000 wall=642s knowledge=0.0250 reliable=17 spec=9.65 pop=4336
  mpx-70 traj: trials=780000 wall=687s knowledge=0.0273 reliable=21 spec=9.95 pop=4313
  mpx-70 traj: trials=840000 wall=733s knowledge=0.0368 reliable=30 spec=9.60 pop=4423
  mpx-70 traj: trials=900000 wall=777s knowledge=0.0485 reliable=32 spec=9.53 pop=4358
  mpx-70 traj: trials=960000 wall=821s knowledge=0.0468 reliable=29 spec=9.55 pop=4608
  mpx-70 traj: trials=1020000 wall=864s knowledge=0.0544 reliable=36 spec=9.14 pop=4884
  mpx-70 traj: trials=1080000 wall=909s knowledge=0.0645 reliable=41 spec=9.07 pop=5482
