source,size,seed,variant,u_max,repeat,trials,micro,pop_spec,spec_max,q_mean,q_max,q_above_half,marked,mark_density,exp_mean,addr_spec,addr_random,addr_full,correct
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,3840000,4189,9.28,23,0.571,0.805,3220,0.386,0.934,2.8,0.466,0.481,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,3900000,4001,9.44,23,0.579,0.807,3236,0.411,0.932,2.9,0.488,0.489,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,3960000,3758,9.43,23,0.578,0.806,2983,0.402,0.933,2.8,0.504,0.489,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4020000,4029,9.37,23,0.572,0.818,3129,0.400,0.934,2.8,0.485,0.486,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4080000,3742,9.34,23,0.572,0.822,2928,0.414,0.934,2.8,0.501,0.484,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4140000,3817,9.63,23,0.579,0.802,3083,0.395,0.931,2.8,0.441,0.499,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,420000,3743,9.05,20,0.572,0.792,2906,0.378,0.935,2.8,0.445,0.469,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4200000,5339,8.97,23,0.566,0.835,3855,0.318,0.935,2.6,0.426,0.465,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4260000,5527,8.00,23,0.550,0.836,3632,0.399,0.944,2.8,0.407,0.415,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4320000,4143,9.16,23,0.568,0.811,3134,0.404,0.934,2.8,0.521,0.475,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4380000,3978,9.06,23,0.574,0.825,3091,0.375,0.935,2.8,0.478,0.470,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4440000,3837,9.17,23,0.572,0.809,2962,0.417,0.935,2.8,0.447,0.475,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4500000,3858,9.26,23,0.574,0.821,3039,0.413,0.935,2.9,0.456,0.480,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4560000,3695,9.05,22,0.570,0.803,2917,0.409,0.936,2.8,0.427,0.469,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4620000,4147,8.94,22,0.568,0.803,3195,0.423,0.938,2.9,0.432,0.464,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4680000,3806,8.97,22,0.568,0.818,2897,0.397,0.937,2.9,0.469,0.465,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4740000,3849,9.28,22,0.574,0.806,3040,0.397,0.933,2.8,0.372,0.481,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,480000,4368,9.36,20,0.559,0.783,3177,0.401,0.932,2.7,0.391,0.485,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4800000,3605,9.21,22,0.573,0.796,2848,0.407,0.934,2.8,0.449,0.477,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4860000,3821,9.08,22,0.570,0.803,3016,0.403,0.935,2.8,0.510,0.471,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4920000,4353,9.14,22,0.564,0.804,3195,0.370,0.935,2.7,0.407,0.474,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,4980000,4164,9.23,22,0.573,0.809,3222,0.383,0.934,2.8,0.468,0.479,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5040000,3684,9.23,22,0.576,0.800,2924,0.397,0.934,2.8,0.392,0.479,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5100000,4275,8.88,22,0.565,0.800,3212,0.412,0.937,2.9,0.450,0.461,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5160000,4457,9.03,22,0.564,0.802,3281,0.394,0.936,2.8,0.458,0.468,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5220000,3959,9.29,22,0.575,0.797,3130,0.428,0.934,2.9,0.462,0.482,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5280000,3826,9.55,22,0.575,0.821,3032,0.410,0.932,2.8,0.451,0.495,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5340000,4342,9.05,22,0.573,0.820,3388,0.403,0.935,2.8,0.448,0.469,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,540000,3554,8.89,20,0.572,0.813,2767,0.404,0.937,2.9,0.370,0.461,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5400000,3892,9.33,22,0.567,0.787,2942,0.403,0.933,2.8,0.480,0.484,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5460000,3793,9.31,22,0.568,0.811,2836,0.388,0.934,2.8,0.447,0.483,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5520000,10053,7.13,22,0.541,0.814,6142,0.414,0.953,3.3,0.269,0.369,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5580000,4004,8.95,22,0.576,0.795,3192,0.393,0.938,2.9,0.416,0.464,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5640000,4074,8.89,22,0.570,0.805,3101,0.411,0.937,2.9,0.386,0.461,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5700000,3871,9.17,22,0.574,0.804,3104,0.386,0.935,2.8,0.418,0.476,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5760000,3984,9.29,22,0.573,0.818,3081,0.387,0.933,2.8,0.473,0.482,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5820000,3921,9.42,22,0.568,0.816,2964,0.393,0.932,2.7,0.422,0.489,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5880000,3835,9.37,22,0.574,0.796,3022,0.416,0.933,2.8,0.462,0.486,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,5940000,3660,9.27,22,0.570,0.820,2876,0.392,0.934,2.8,0.445,0.481,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,60000,3150,8.83,18,0.573,0.798,2490,0.397,0.937,2.9,0.393,0.458,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,600000,4091,9.08,20,0.570,0.826,3156,0.399,0.935,2.9,0.396,0.471,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6000000,4009,9.10,22,0.574,0.836,3142,0.382,0.933,2.8,0.436,0.472,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6060000,3743,9.05,22,0.566,0.787,2838,0.396,0.936,2.8,0.454,0.469,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6120000,3791,9.27,22,0.576,0.807,3040,0.410,0.934,2.9,0.486,0.481,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6180000,3904,9.19,22,0.578,0.795,3153,0.394,0.934,2.8,0.445,0.477,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6240000,4099,9.44,22,0.578,0.832,3284,0.410,0.933,2.8,0.442,0.490,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6300000,3928,9.31,22,0.576,0.831,3072,0.406,0.934,2.8,0.442,0.483,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6360000,5025,9.43,22,0.561,0.793,3562,0.388,0.933,2.7,0.391,0.489,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6420000,3847,9.37,22,0.574,0.802,3027,0.406,0.933,2.8,0.481,0.486,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6480000,3901,9.21,22,0.573,0.830,3097,0.393,0.933,2.8,0.493,0.478,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6540000,4028,9.20,22,0.578,0.813,3206,0.414,0.935,2.9,0.419,0.477,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,660000,3827,9.08,20,0.578,0.820,3100,0.406,0.936,2.8,0.428,0.471,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6600000,4291,9.45,22,0.579,0.833,3452,0.413,0.932,2.9,0.469,0.490,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6660000,4045,9.11,22,0.569,0.797,3016,0.388,0.935,2.8,0.447,0.473,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6720000,3811,9.37,22,0.573,0.796,2951,0.419,0.933,2.9,0.445,0.486,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6780000,4145,9.28,22,0.575,0.823,3217,0.432,0.934,2.9,0.443,0.481,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6840000,4021,9.26,22,0.575,0.786,3137,0.429,0.935,2.9,0.369,0.480,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6900000,3873,9.36,22,0.573,0.809,3067,0.393,0.933,2.7,0.395,0.485,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,6960000,3751,9.33,22,0.579,0.808,3017,0.393,0.933,2.9,0.415,0.484,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7020000,5088,8.42,22,0.558,0.806,3550,0.432,0.942,3.0,0.536,0.437,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7080000,3978,9.31,22,0.582,0.808,3270,0.391,0.933,2.9,0.470,0.483,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7140000,4066,9.32,22,0.576,0.818,3214,0.401,0.933,2.8,0.423,0.483,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,720000,3979,9.30,20,0.576,0.803,3173,0.401,0.934,2.8,0.426,0.482,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7200000,3992,9.39,22,0.575,0.825,3153,0.407,0.934,2.8,0.444,0.487,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7260000,5672,9.37,22,0.553,0.834,3354,0.288,0.935,2.3,0.402,0.486,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7320000,3691,9.31,22,0.578,0.834,3015,0.382,0.932,2.9,0.429,0.483,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7380000,4031,9.11,22,0.572,0.834,3149,0.413,0.935,2.8,0.446,0.473,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7440000,4078,9.41,22,0.570,0.834,3109,0.400,0.933,2.8,0.464,0.488,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7500000,3628,9.18,22,0.574,0.834,2839,0.395,0.934,2.9,0.437,0.476,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7560000,3990,9.09,22,0.576,0.794,3122,0.422,0.936,2.9,0.455,0.472,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7620000,3811,9.19,22,0.577,0.821,3055,0.422,0.934,2.9,0.455,0.477,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7680000,3758,9.34,22,0.578,0.832,3064,0.407,0.934,2.9,0.401,0.485,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7740000,3882,8.89,22,0.563,0.826,2909,0.408,0.938,2.8,0.449,0.461,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,780000,3804,9.37,20,0.579,0.813,3038,0.413,0.933,2.9,0.448,0.486,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7800000,4259,8.92,22,0.568,0.838,3230,0.423,0.936,2.9,0.464,0.463,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7860000,3974,9.15,22,0.576,0.795,3164,0.399,0.934,2.8,0.541,0.475,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7920000,3862,9.20,22,0.572,0.793,3025,0.426,0.934,2.8,0.490,0.477,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,7980000,3984,9.42,22,0.576,0.826,3168,0.412,0.932,2.8,0.470,0.489,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8040000,4037,8.92,22,0.568,0.866,3044,0.397,0.937,2.8,0.398,0.462,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8100000,4028,9.25,22,0.575,0.823,3200,0.410,0.934,2.8,0.480,0.480,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8160000,3742,9.34,22,0.580,0.790,3057,0.392,0.934,2.9,0.477,0.484,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8220000,4363,9.11,22,0.569,0.832,3331,0.398,0.935,2.9,0.411,0.472,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8280000,4153,9.34,22,0.575,0.819,3221,0.401,0.934,2.8,0.433,0.484,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8340000,4403,9.60,22,0.573,0.845,3434,0.388,0.931,2.8,0.468,0.498,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,840000,3761,9.04,21,0.572,0.793,2943,0.411,0.936,2.9,0.448,0.469,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8400000,19475,6.52,22,0.512,0.835,8123,0.476,0.958,3.4,0.372,0.338,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8460000,3841,9.54,22,0.573,0.819,3015,0.419,0.932,2.8,0.433,0.495,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8520000,3965,9.07,22,0.576,0.835,3175,0.426,0.936,2.9,0.468,0.470,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8580000,3770,9.29,22,0.575,0.793,2988,0.406,0.933,2.9,0.485,0.482,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8640000,3805,9.17,22,0.568,0.791,2905,0.419,0.935,2.8,0.444,0.475,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8700000,3914,9.24,22,0.575,0.854,3104,0.406,0.935,2.8,0.447,0.479,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8760000,4497,8.78,22,0.567,0.806,3346,0.407,0.938,2.8,0.472,0.455,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8820000,3715,9.01,22,0.567,0.809,2855,0.416,0.937,2.9,0.473,0.467,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8880000,3725,9.14,22,0.571,0.841,2871,0.420,0.936,2.8,0.426,0.474,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,8940000,4171,9.22,22,0.574,0.801,3328,0.408,0.935,2.8,0.461,0.478,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,900000,4061,9.09,21,0.571,0.834,3064,0.368,0.934,2.7,0.454,0.472,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,9000000,4311,9.43,22,0.566,0.820,3188,0.384,0.932,2.7,0.438,0.489,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,9060000,3827,9.31,22,0.575,0.801,3045,0.392,0.933,2.8,0.436,0.483,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,9120000,3832,9.16,22,0.574,0.850,2972,0.384,0.934,2.8,0.428,0.475,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,9180000,3817,9.35,22,0.578,0.814,3102,0.394,0.934,2.8,0.460,0.485,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,9240000,3733,9.44,22,0.573,0.807,2967,0.395,0.933,2.8,0.453,0.489,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,9300000,3942,9.11,22,0.566,0.792,3050,0.383,0.935,2.7,0.500,0.472,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,9360000,3752,9.26,22,0.576,0.825,2973,0.397,0.934,2.9,0.463,0.480,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,9420000,3963,9.32,22,0.573,0.802,3101,0.403,0.933,2.8,0.458,0.483,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,9480000,3773,9.12,22,0.570,0.822,2899,0.402,0.935,2.8,0.430,0.473,0.0000,0
slurm_mpx135_s42_addr.out,135,42,pyalcs,9,0,960000,3779,9.03,21,0.572,0.793,2925,0.406,0.935,2.8,0.498,0.468,0.0000,0
