source,size,seed,variant,u_max,repeat,trials,micro,pop_spec,spec_max,q_mean,q_max,q_above_half,marked,mark_density,exp_mean,addr_spec,addr_random,addr_full,correct
slurm_mpx20_s42_addr.out,20,42,pyalcs,6,0,120000,1209,4.71,15,0.623,1.000,389,0.409,0.783,172.7,2.541,0.943,0.1565,64
slurm_mpx20_s42_addr.out,20,42,pyalcs,6,0,60000,1191,4.93,15,0.650,1.000,400,0.412,0.781,85.4,2.500,0.987,0.1776,61
slurm_mpx37_s42_addr.out,37,42,pyalcs,7,0,120000,3088,8.51,18,0.625,1.000,2029,0.356,0.790,14.9,2.118,1.151,0.0319,15
slurm_mpx37_s42_addr.out,37,42,pyalcs,7,0,180000,2980,6.90,19,0.585,1.000,1500,0.442,0.834,27.3,1.902,0.932,0.0398,32
slurm_mpx37_s42_addr.out,37,42,pyalcs,7,0,240000,2221,7.03,19,0.602,1.000,989,0.378,0.822,58.3,2.368,0.950,0.0769,58
slurm_mpx37_s42_addr.out,37,42,pyalcs,7,0,300000,2024,6.57,19,0.611,1.000,813,0.330,0.827,100.0,2.484,0.888,0.0940,63
slurm_mpx37_s42_addr.out,37,42,pyalcs,7,0,360000,1931,6.27,19,0.626,1.000,734,0.398,0.843,135.3,2.756,0.847,0.1316,88
slurm_mpx37_s42_addr.out,37,42,pyalcs,7,0,420000,1890,5.86,19,0.631,1.000,545,0.314,0.855,207.9,2.993,0.792,0.1611,102
slurm_mpx37_s42_addr.out,37,42,pyalcs,7,0,480000,1967,5.79,19,0.637,1.000,578,0.317,0.858,266.6,3.400,0.782,0.1644,108
slurm_mpx37_s42_addr.out,37,42,pyalcs,7,0,540000,2008,5.81,19,0.645,1.000,533,0.325,0.854,342.8,3.353,0.785,0.1954,118
slurm_mpx37_s42_addr.out,37,42,pyalcs,7,0,60000,4051,9.15,18,0.634,1.000,3199,0.360,0.770,5.4,1.918,1.236,0.0095,1
slurm_mpx37_s42_addr.out,37,42,pyalcs,7,0,600000,2027,5.67,19,0.640,1.000,487,0.315,0.858,418.2,3.586,0.766,0.2077,125
slurm_mpx37_s42_addr.out,37,42,pyalcs,7,0,660000,2085,5.72,19,0.635,1.000,555,0.343,0.856,456.2,3.438,0.772,0.1792,126
slurm_mpx37_s42_addr.out,37,42,pyalcs,7,0,720000,2154,5.59,19,0.623,1.000,541,0.355,0.860,509.5,3.397,0.755,0.1822,127
slurm_mpx37_s42_addr.out,37,42,pyalcs,7,0,780000,2124,5.54,19,0.623,1.000,500,0.335,0.863,604.3,3.445,0.748,0.1975,128
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10020000,3352,6.18,22,0.597,1.000,934,0.393,0.920,3213.0,2.817,0.529,0.1216,176
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10080000,3114,6.74,22,0.615,1.000,864,0.324,0.905,3729.7,3.058,0.578,0.1548,177
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10140000,2996,6.48,22,0.617,1.000,737,0.330,0.910,4369.5,3.045,0.556,0.1693,178
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1020000,4339,10.02,22,0.592,1.000,3308,0.402,0.868,11.7,1.494,0.858,0.0029,4
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10200000,3034,6.60,22,0.626,1.000,856,0.335,0.910,4140.1,3.124,0.566,0.1564,179
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10260000,3054,6.47,22,0.619,1.000,808,0.344,0.912,4154.6,3.388,0.555,0.1676,180
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10320000,3188,6.81,22,0.615,1.000,914,0.356,0.906,3745.0,2.956,0.584,0.1502,182
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10380000,3172,6.45,22,0.611,1.000,850,0.345,0.911,3824.2,3.264,0.553,0.1549,181
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10440000,3059,6.48,21,0.610,1.000,772,0.325,0.912,4235.5,3.088,0.555,0.1604,181
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10500000,2984,6.57,21,0.629,1.000,770,0.315,0.911,4598.1,3.465,0.563,0.1811,182
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10560000,3051,6.58,21,0.624,1.000,827,0.333,0.911,4373.2,3.266,0.564,0.1634,182
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10620000,3018,6.58,21,0.630,1.000,804,0.342,0.910,4597.5,3.316,0.564,0.1721,183
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10680000,2967,6.57,21,0.637,1.000,841,0.305,0.908,4576.4,3.604,0.563,0.1655,183
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10740000,3093,6.56,21,0.619,1.000,783,0.308,0.912,4467.9,3.148,0.562,0.1650,186
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1080000,4257,9.92,22,0.591,1.000,3162,0.370,0.866,13.1,1.393,0.850,0.0038,5
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10800000,3073,6.55,21,0.623,1.000,797,0.322,0.910,4655.4,3.455,0.562,0.1746,187
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10860000,3109,6.41,21,0.624,1.000,807,0.331,0.915,4561.0,3.301,0.549,0.1700,188
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10920000,3095,6.35,21,0.627,1.000,871,0.332,0.915,4531.8,3.388,0.545,0.1722,191
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,10980000,3100,6.50,21,0.641,1.000,827,0.282,0.911,4894.6,3.563,0.557,0.1894,194
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11040000,3146,6.46,21,0.627,1.000,807,0.311,0.911,4694.0,3.617,0.554,0.1752,195
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11100000,3074,6.46,21,0.645,1.000,790,0.292,0.912,5091.4,3.631,0.553,0.2052,196
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11160000,3166,6.44,21,0.628,1.000,782,0.314,0.914,4855.4,3.478,0.552,0.1815,194
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11220000,3103,6.48,21,0.638,1.000,768,0.302,0.912,5222.5,3.802,0.555,0.2025,197
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11280000,3093,6.54,21,0.643,1.000,781,0.289,0.911,5203.2,3.711,0.561,0.1912,196
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11340000,3108,6.48,21,0.640,1.000,800,0.306,0.912,5189.4,3.768,0.556,0.2032,197
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1140000,4186,9.68,22,0.601,1.000,3168,0.379,0.870,15.6,1.489,0.830,0.0046,6
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11400000,3097,6.44,21,0.633,1.000,723,0.320,0.914,5380.6,3.951,0.552,0.1971,199
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11460000,3235,6.49,21,0.631,1.000,813,0.288,0.912,4912.5,3.709,0.556,0.1797,199
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11520000,3166,6.45,21,0.636,1.000,735,0.308,0.913,5437.4,3.977,0.553,0.2007,199
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11580000,3185,6.54,21,0.646,1.000,823,0.273,0.912,5246.7,3.889,0.561,0.1974,200
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11640000,3175,6.54,21,0.647,1.000,819,0.277,0.911,5273.7,3.890,0.560,0.1993,201
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11700000,3161,6.56,21,0.642,1.000,803,0.313,0.912,5270.3,3.865,0.562,0.2002,202
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11760000,3341,6.52,21,0.634,1.000,853,0.327,0.912,4861.7,3.741,0.559,0.1816,202
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11820000,3226,6.50,21,0.641,1.000,815,0.307,0.913,5455.8,3.893,0.557,0.1979,202
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11880000,3307,6.51,21,0.644,1.000,850,0.282,0.912,5161.6,4.072,0.558,0.1979,205
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,11940000,3307,6.50,20,0.644,1.000,804,0.316,0.913,5413.2,3.931,0.557,0.1924,206
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,120000,3895,8.92,19,0.582,1.000,3126,0.396,0.879,2.9,0.962,0.764,0.0000,0
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1200000,4357,9.84,22,0.615,1.000,3404,0.383,0.867,16.8,1.770,0.844,0.0052,7
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12000000,3357,6.55,20,0.635,1.000,861,0.342,0.912,5141.1,3.982,0.561,0.1844,208
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12060000,3307,6.48,20,0.644,1.000,841,0.283,0.912,5365.0,4.057,0.555,0.1957,209
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12120000,3320,6.49,20,0.652,1.000,817,0.272,0.914,5581.6,4.014,0.556,0.2078,208
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12180000,3517,6.54,20,0.635,1.000,932,0.313,0.912,4839.3,4.138,0.561,0.1839,210
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12240000,3453,6.55,20,0.646,1.000,910,0.313,0.911,5250.3,4.029,0.562,0.1911,211
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12300000,3457,6.48,20,0.637,1.000,793,0.287,0.914,5363.0,4.106,0.555,0.1994,218
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12360000,3434,6.52,20,0.650,1.000,896,0.290,0.912,5353.1,4.118,0.559,0.1935,217
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12420000,3506,6.50,20,0.651,1.000,899,0.273,0.911,5432.8,4.167,0.557,0.1986,218
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12480000,3485,6.50,20,0.646,1.000,902,0.275,0.912,5446.6,4.090,0.557,0.2027,217
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12540000,3622,6.47,20,0.645,1.000,936,0.316,0.911,5160.0,4.184,0.555,0.1995,221
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1260000,4678,9.84,22,0.607,1.000,3543,0.388,0.868,18.3,1.756,0.844,0.0058,7
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12600000,3596,6.48,20,0.643,1.000,910,0.276,0.911,5245.7,4.258,0.555,0.1885,222
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12660000,3430,6.45,20,0.651,1.000,818,0.315,0.912,5824.9,4.130,0.553,0.2202,224
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12720000,3554,6.44,20,0.640,1.000,872,0.302,0.912,5549.6,4.238,0.552,0.2144,226
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12780000,3536,6.38,20,0.640,1.000,827,0.322,0.914,5682.4,4.139,0.547,0.2136,228
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12840000,3490,6.46,20,0.648,1.000,857,0.269,0.913,5691.8,4.248,0.554,0.2205,229
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12900000,3468,6.42,20,0.655,1.000,837,0.260,0.912,6116.1,4.313,0.550,0.2231,229
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,12960000,3479,6.36,20,0.655,1.000,806,0.282,0.914,6195.2,4.138,0.545,0.2246,228
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13020000,3486,6.39,20,0.651,1.000,819,0.268,0.912,6189.6,4.194,0.547,0.2200,229
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13080000,3557,6.43,20,0.644,1.000,821,0.282,0.913,6016.3,4.300,0.551,0.2146,231
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13140000,3553,6.44,20,0.648,1.000,876,0.280,0.913,5945.1,4.280,0.552,0.2146,231
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1320000,4279,9.91,22,0.609,1.000,3160,0.375,0.867,21.8,1.829,0.849,0.0078,8
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13200000,3606,6.47,20,0.644,1.000,815,0.278,0.912,6058.1,4.248,0.555,0.2103,232
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13260000,3554,6.44,20,0.648,1.000,834,0.283,0.912,6209.7,4.304,0.552,0.2164,232
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13320000,3546,6.37,20,0.652,1.000,855,0.298,0.914,6096.9,4.216,0.546,0.2109,233
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13380000,3546,6.42,20,0.642,1.000,804,0.284,0.913,6262.0,4.243,0.551,0.2124,232
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13440000,3536,6.45,20,0.649,1.000,828,0.287,0.911,6317.8,4.373,0.553,0.2279,236
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13500000,3544,6.39,20,0.647,1.000,769,0.304,0.912,6581.2,4.305,0.548,0.2252,235
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13560000,3492,6.50,20,0.656,1.000,823,0.283,0.911,6585.9,4.336,0.557,0.2279,239
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13620000,3554,6.43,20,0.656,1.000,841,0.271,0.912,6449.7,4.348,0.551,0.2249,242
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13680000,3576,6.38,20,0.650,1.000,831,0.276,0.913,6441.7,4.329,0.547,0.2255,240
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13740000,3588,6.37,20,0.650,1.000,833,0.279,0.913,6631.3,4.376,0.546,0.2261,240
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1380000,4328,9.43,22,0.602,1.000,3067,0.377,0.874,25.2,1.698,0.808,0.0080,11
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13800000,3506,6.34,20,0.642,1.000,759,0.280,0.914,6753.2,4.256,0.544,0.2393,241
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13860000,3661,6.38,20,0.645,1.000,844,0.271,0.913,6299.0,4.226,0.547,0.2118,243
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13920000,3643,6.40,20,0.648,1.000,845,0.268,0.914,6699.1,4.327,0.548,0.2244,245
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,13980000,3568,6.32,20,0.649,1.000,812,0.261,0.915,6805.3,4.204,0.542,0.2302,246
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14040000,3621,6.40,20,0.651,1.000,862,0.273,0.913,6584.1,4.436,0.549,0.2210,245
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14100000,3588,6.34,20,0.657,1.000,801,0.264,0.912,7108.7,4.341,0.543,0.2298,246
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14160000,3588,6.41,20,0.653,1.000,856,0.280,0.913,6805.2,4.287,0.549,0.2262,246
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14220000,3564,6.33,20,0.650,1.000,782,0.264,0.915,7210.8,4.378,0.543,0.2364,246
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14280000,3635,6.41,20,0.658,1.000,864,0.264,0.913,6937.1,4.368,0.549,0.2351,246
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14340000,3637,6.42,20,0.650,1.000,869,0.268,0.913,6668.6,4.214,0.550,0.2268,243
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1440000,4358,9.25,21,0.587,1.000,2905,0.374,0.877,26.9,1.611,0.793,0.0102,13
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14400000,3645,6.38,20,0.644,1.000,910,0.261,0.914,6447.0,4.262,0.547,0.2098,243
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14460000,3615,6.40,20,0.654,1.000,833,0.286,0.912,7043.6,4.289,0.549,0.2275,244
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14520000,3603,6.35,20,0.640,1.000,839,0.276,0.914,6747.3,4.385,0.544,0.2221,246
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14580000,3583,6.41,20,0.656,1.000,835,0.247,0.912,7265.7,4.403,0.549,0.2398,246
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14640000,3584,6.37,20,0.648,1.000,805,0.263,0.914,7242.5,4.383,0.546,0.2358,246
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14700000,3643,6.37,20,0.640,1.000,839,0.283,0.913,6916.3,4.349,0.546,0.2301,247
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14760000,3609,6.33,19,0.648,1.000,820,0.281,0.915,7247.8,4.261,0.542,0.2285,247
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14820000,3607,6.35,19,0.646,1.000,781,0.274,0.915,7385.5,4.387,0.545,0.2364,247
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14880000,3636,6.35,19,0.644,1.000,823,0.273,0.914,7083.0,4.303,0.544,0.2210,248
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,14940000,3656,6.39,19,0.650,1.000,835,0.257,0.914,7281.2,4.284,0.547,0.2257,247
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1500000,3808,9.52,21,0.607,1.000,2685,0.387,0.874,32.9,1.768,0.816,0.0113,12
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15000000,3657,6.35,19,0.648,1.000,880,0.268,0.913,7019.1,4.308,0.545,0.2233,248
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15060000,3676,6.38,19,0.651,1.000,823,0.255,0.913,7411.8,4.336,0.547,0.2342,248
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15120000,3637,6.34,19,0.650,1.000,840,0.259,0.914,7536.8,4.374,0.543,0.2357,250
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15180000,3620,6.38,19,0.658,1.000,844,0.251,0.913,7677.9,4.467,0.547,0.2446,251
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15240000,3721,6.45,19,0.655,1.000,908,0.254,0.912,7260.2,4.387,0.553,0.2290,251
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15300000,3700,6.41,19,0.650,1.000,894,0.297,0.912,7202.8,4.398,0.550,0.2145,250
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15360000,3632,6.37,19,0.653,1.000,804,0.236,0.916,7816.9,4.337,0.546,0.2382,252
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15420000,3662,6.34,19,0.652,1.000,866,0.261,0.914,7651.8,4.328,0.544,0.2266,252
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15480000,3675,6.37,19,0.654,1.000,848,0.277,0.914,7808.0,4.383,0.546,0.2341,252
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15540000,3694,6.37,19,0.647,1.000,871,0.260,0.914,7562.0,4.406,0.546,0.2269,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1560000,3620,9.36,21,0.602,1.000,2459,0.374,0.876,38.1,1.776,0.803,0.0120,14
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15600000,3704,6.35,19,0.652,1.000,891,0.258,0.913,7753.7,4.415,0.545,0.2238,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15660000,3660,6.37,19,0.661,1.000,848,0.254,0.912,8058.6,4.386,0.546,0.2405,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15720000,3660,6.38,19,0.661,1.000,872,0.268,0.913,7934.6,4.381,0.547,0.2319,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15780000,3753,6.40,19,0.649,1.000,876,0.268,0.913,7545.6,4.434,0.548,0.2264,254
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15840000,3751,6.33,19,0.642,1.000,838,0.292,0.915,7696.8,4.364,0.542,0.2303,254
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15900000,3677,6.34,19,0.650,1.000,837,0.285,0.915,7983.1,4.363,0.543,0.2315,254
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,15960000,3667,6.30,19,0.642,1.000,796,0.290,0.916,8062.6,4.322,0.540,0.2310,252
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16020000,3660,6.37,19,0.655,1.000,858,0.288,0.913,8140.0,4.434,0.546,0.2276,252
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16080000,3668,6.37,19,0.651,1.000,831,0.280,0.913,8225.4,4.459,0.546,0.2303,252
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16140000,3697,6.30,19,0.647,1.000,861,0.262,0.915,7948.2,4.306,0.540,0.2244,252
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1620000,3689,9.12,21,0.593,1.000,2420,0.388,0.881,39.2,1.780,0.782,0.0140,18
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16200000,3711,6.34,19,0.649,1.000,888,0.278,0.913,7976.7,4.444,0.543,0.2214,252
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16260000,3672,6.39,19,0.655,1.000,825,0.254,0.913,8613.7,4.411,0.548,0.2342,252
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16320000,3691,6.38,19,0.651,1.000,806,0.258,0.914,8824.3,4.476,0.547,0.2421,252
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16380000,3671,6.40,19,0.652,1.000,811,0.259,0.913,8708.8,4.357,0.548,0.2323,252
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16440000,3705,6.29,19,0.645,1.000,801,0.280,0.915,8677.7,4.362,0.539,0.2327,252
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16500000,3700,6.42,19,0.647,1.000,800,0.270,0.912,8611.1,4.411,0.550,0.2354,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16560000,3684,6.36,19,0.648,1.000,828,0.290,0.914,8618.1,4.342,0.545,0.2267,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16620000,3663,6.33,19,0.651,1.000,877,0.254,0.914,8589.3,4.383,0.542,0.2304,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16680000,3675,6.37,19,0.647,1.000,792,0.284,0.913,8689.8,4.405,0.546,0.2276,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16740000,3637,6.34,19,0.656,1.000,814,0.269,0.915,9027.4,4.412,0.544,0.2411,254
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1680000,3511,9.40,21,0.605,1.000,2399,0.370,0.874,45.1,1.847,0.805,0.0159,19
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16800000,3695,6.33,19,0.642,1.000,828,0.285,0.915,8423.9,4.274,0.543,0.2197,255
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16860000,3702,6.33,19,0.644,1.000,826,0.261,0.914,8845.8,4.337,0.543,0.2320,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16920000,3660,6.38,19,0.653,1.000,818,0.261,0.913,9079.8,4.470,0.547,0.2385,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,16980000,3685,6.40,19,0.655,1.000,926,0.279,0.913,8466.0,4.448,0.548,0.2195,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17040000,3672,6.38,19,0.650,1.000,841,0.274,0.912,9004.8,4.410,0.547,0.2313,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17100000,3686,6.37,19,0.648,1.000,827,0.281,0.914,9170.4,4.315,0.546,0.2292,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17160000,3709,6.41,19,0.653,1.000,827,0.281,0.912,9251.9,4.433,0.550,0.2270,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17220000,3606,6.35,19,0.650,1.000,863,0.254,0.914,9185.5,4.312,0.545,0.2350,253
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17280000,3639,6.37,19,0.654,1.000,812,0.252,0.913,9508.5,4.342,0.546,0.2402,254
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17340000,3720,6.29,19,0.653,1.000,845,0.263,0.915,9365.7,4.438,0.539,0.2455,255
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1740000,3647,9.27,21,0.601,1.000,2350,0.398,0.876,48.6,1.925,0.795,0.0161,23
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17400000,3646,6.40,19,0.648,1.000,869,0.279,0.913,9153.9,4.418,0.548,0.2256,255
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17460000,3722,6.35,19,0.653,1.000,877,0.243,0.913,9135.9,4.348,0.544,0.2260,255
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17520000,3699,6.32,19,0.656,1.000,845,0.292,0.914,9636.8,4.428,0.542,0.2397,255
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17580000,3715,6.37,19,0.653,1.000,811,0.283,0.914,9597.8,4.372,0.546,0.2357,255
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17640000,3683,6.31,19,0.650,1.000,818,0.261,0.915,9599.5,4.365,0.541,0.2336,255
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17700000,3732,6.34,19,0.647,1.000,852,0.275,0.914,9264.9,4.410,0.544,0.2300,255
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17760000,3687,6.42,19,0.654,1.000,910,0.294,0.912,9476.0,4.425,0.550,0.2390,255
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17820000,3744,6.39,19,0.651,1.000,846,0.275,0.911,9463.0,4.383,0.548,0.2292,255
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,17880000,3738,6.38,19,0.644,1.000,868,0.264,0.914,9245.8,4.373,0.547,0.2268,256
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,180000,4363,9.61,19,0.593,1.000,3679,0.397,0.869,3.0,1.172,0.824,0.0000,0
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1800000,3550,9.16,21,0.610,1.000,2310,0.375,0.876,54.2,1.882,0.785,0.0208,28
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1860000,3471,9.09,21,0.618,1.000,2294,0.340,0.877,63.4,2.035,0.779,0.0254,33
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1920000,3287,8.85,21,0.609,1.000,2030,0.376,0.880,73.4,1.776,0.759,0.0254,38
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,1980000,3324,8.80,21,0.612,1.000,2013,0.376,0.882,77.2,1.991,0.754,0.0271,39
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,2040000,3712,8.44,21,0.605,1.000,2156,0.403,0.887,76.1,1.987,0.723,0.0290,46
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,2100000,3555,8.80,21,0.615,1.000,2069,0.406,0.881,87.9,2.278,0.754,0.0300,49
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,2160000,3317,8.60,21,0.608,1.000,1910,0.370,0.886,104.2,2.045,0.737,0.0358,50
slurm_mpx70_s42_addr.out,70,42,pyalcs,8,0,2220000,2961,8.40,21,0.602,1.000,1536,0.380,0.889,129.8,2.010,0.720,0.0413,51
